applicant_id,annual_income,loan_amount,credit_score,employment_type,loan_purpose,debt_to_income,credit_utilization,repayment_history_score,num_late_payments,default_actual,default_probability,credit_risk_score,risk_band,decision
APP015157,120000.0,297089.0,617,freelance,home_loan,2.4757,0.2961,88.85,2,1,0.2317,761,Low,Approve
APP000580,145273.0,388754.0,618,self_employed,personal_loan,2.676,0.6088,100.0,0,1,0.1493,810,Low,Approve
APP014188,120000.0,172903.0,393,salaried,business,1.4409,0.3445,83.65,1,0,0.2802,732,Medium,Manual Review
APP029586,120000.0,262493.0,585,salaried,personal_loan,2.1874,0.1786,93.25,1,0,0.0449,873,Very Low,Auto-Approve
APP020056,178938.0,380868.0,326,self_employed,personal_loan,2.1285,0.0683,74.3,2,1,0.9255,345,Very High,Decline
APP002174,120000.0,183772.0,472,business_owner,personal_loan,1.5314,0.3338,69.6,2,1,0.679,493,Very High,Decline
APP044318,120000.0,505238.0,782,freelance,education,4.2103,0.1993,97.1,0,0,0.2263,764,Low,Approve
APP004429,172068.0,534961.0,492,self_employed,personal_loan,3.109,0.1674,76.6,3,1,0.9822,311,Very High,Decline
APP000238,181565.0,820576.0,412,salaried,home_loan,4.5195,0.1455,78.6,2,1,0.9911,305,Very High,Decline
APP014133,120000.0,72092.0,694,freelance,education,0.6008,0.5074,98.7,1,0,0.0088,895,Very Low,Auto-Approve
APP026586,238477.0,686652.0,473,salaried,personal_loan,2.8793,0.2127,93.65,0,1,0.4077,655,Medium,Manual Review
APP021887,169692.0,779387.0,631,salaried,business,4.5929,0.2202,89.55,0,1,0.7761,434,Very High,Decline
APP005729,120000.0,576884.0,797,self_employed,personal_loan,4.8074,0.2653,100.0,0,0,0.0506,870,Very Low,Auto-Approve
APP047090,246796.0,704783.0,341,business_owner,personal_loan,2.8557,0.1888,87.05,0,1,0.4003,660,Medium,Manual Review
APP015848,120000.0,405219.0,713,self_employed,business,3.3768,0.05,100.0,0,1,0.1873,788,Low,Approve
APP012958,120000.0,201066.0,579,salaried,home_loan,1.6756,0.144,92.95,1,0,0.0142,892,Very Low,Auto-Approve
APP046094,120000.0,206135.0,764,salaried,personal_loan,1.7178,0.1025,90.2,1,0,0.0027,898,Very Low,Auto-Approve
APP007144,120000.0,270622.0,383,salaried,personal_loan,2.2552,0.0922,77.15,0,1,0.4248,645,Medium,Manual Review
APP038571,120000.0,353339.0,804,self_employed,auto_loan,2.9445,0.0648,100.0,0,0,0.0084,895,Very Low,Auto-Approve
APP020816,120000.0,480843.0,539,salaried,auto_loan,4.007,0.2411,96.95,0,1,0.9445,333,Very High,Decline
APP030408,120000.0,159118.0,779,salaried,home_loan,1.326,0.5013,90.95,1,0,0.0041,898,Very Low,Auto-Approve
APP049726,120000.0,399300.0,416,business_owner,home_loan,3.3275,0.1792,66.8,4,1,0.9964,302,Very High,Decline
APP039381,120000.0,376316.0,342,salaried,auto_loan,3.136,0.2651,75.1,0,1,0.9867,308,Very High,Decline
APP014992,120000.0,492332.0,820,salaried,personal_loan,4.1028,0.0885,100.0,0,0,0.0701,858,Very Low,Auto-Approve
APP040787,143445.0,92691.0,579,salaried,business,0.6462,0.2316,92.95,1,0,0.0082,895,Very Low,Auto-Approve
APP019869,120000.0,175881.0,362,salaried,personal_loan,1.4657,0.146,88.1,0,1,0.2212,767,Low,Approve
APP030098,421125.0,1348927.0,525,salaried,auto_loan,3.2032,0.4384,96.25,0,1,0.9343,339,Very High,Decline
APP021154,120000.0,543822.0,416,salaried,education,4.5318,0.3023,72.8,1,1,0.9806,312,Very High,Decline
APP019333,120000.0,105824.0,671,self_employed,personal_loan,0.8819,0.3189,100.0,0,0,0.0076,895,Very Low,Auto-Approve
APP046378,120000.0,429657.0,687,salaried,home_loan,3.5805,0.4585,74.35,1,1,0.8518,389,Very High,Decline
APP034426,170227.0,312378.0,581,self_employed,auto_loan,1.8351,0.1583,99.05,0,0,0.077,854,Very Low,Auto-Approve
APP046446,120000.0,472109.0,835,freelance,home_loan,3.9342,0.2009,99.75,2,1,0.1892,786,Low,Approve
APP004448,120000.0,541595.0,581,salaried,business,4.5133,0.2538,75.05,2,1,0.9519,329,Very High,Decline
APP047876,120000.0,285908.0,579,salaried,auto_loan,2.3826,0.3241,92.95,1,0,0.0226,886,Very Low,Auto-Approve
APP021945,120000.0,39699.0,450,business_owner,auto_loan,0.3308,0.3122,92.5,0,0,0.0704,858,Very Low,Auto-Approve
APP011022,120000.0,65610.0,875,salaried,personal_loan,0.5468,0.4211,100.0,0,0,0.0007,900,Very Low,Auto-Approve
APP006998,206438.0,919533.0,607,salaried,home_loan,4.4543,0.3688,94.35,1,1,0.5752,555,High,Decline
APP030029,120000.0,351286.0,725,salaried,auto_loan,2.9274,0.1598,100.0,1,0,0.0166,890,Very Low,Auto-Approve
APP025354,120000.0,278078.0,322,salaried,personal_loan,2.3173,0.3834,86.1,0,0,0.3944,663,Medium,Manual Review
APP016329,166382.0,559650.0,698,salaried,personal_loan,3.3636,0.0047,74.9,3,1,0.5678,559,High,Decline
APP041280,120000.0,27388.0,576,freelance,auto_loan,0.2282,0.3164,98.8,0,0,0.0099,894,Very Low,Auto-Approve
APP016781,196699.0,53191.0,404,salaried,auto_loan,0.2704,0.4722,84.2,1,0,0.0923,845,Very Low,Auto-Approve
APP011746,120000.0,409060.0,719,self_employed,auto_loan,3.4088,0.2103,99.95,1,1,0.2069,776,Low,Approve
APP017554,120000.0,249785.0,553,self_employed,auto_loan,2.0815,0.0882,97.65,0,0,0.1524,809,Low,Approve
APP006176,120000.0,373022.0,444,self_employed,home_loan,3.1085,0.0643,92.2,0,1,0.9796,312,Very High,Decline
APP024894,120000.0,232787.0,641,business_owner,personal_loan,1.9399,0.1395,90.05,0,0,0.0736,856,Very Low,Auto-Approve
APP048817,144478.0,442148.0,574,salaried,auto_loan,3.0603,0.1881,80.7,3,0,0.9184,349,Very High,Decline
APP021037,120000.0,210487.0,699,salaried,business,1.7541,0.1349,92.95,0,0,0.022,887,Very Low,Auto-Approve
APP032108,157143.0,84534.0,631,self_employed,personal_loan,0.5379,0.2493,100.0,0,0,0.0067,896,Very Low,Auto-Approve
APP036666,120000.0,129243.0,754,self_employed,home_loan,1.077,0.319,100.0,0,0,0.004,898,Very Low,Auto-Approve
APP018871,120000.0,433942.0,485,salaried,auto_loan,3.6162,0.0363,94.25,0,1,0.9635,322,Very High,Decline
APP038967,120000.0,106365.0,328,salaried,education,0.8864,0.4343,80.4,1,0,0.1512,809,Low,Approve
APP020376,120000.0,202155.0,847,salaried,business,1.6846,0.2913,100.0,1,0,0.0012,899,Very Low,Auto-Approve
APP026587,197570.0,341877.0,701,salaried,personal_loan,1.7304,0.2276,81.05,0,0,0.0979,841,Very Low,Auto-Approve
APP023760,290016.0,615190.0,383,self_employed,personal_loan,2.1212,0.531,83.15,1,0,0.8098,414,Very High,Decline
APP010170,120000.0,75576.0,426,salaried,personal_loan,0.6298,0.608,91.3,0,0,0.4164,650,Medium,Manual Review
APP001072,120000.0,478719.0,627,salaried,personal_loan,3.9893,0.3322,89.35,0,0,0.7301,462,Very High,Decline
APP014767,153541.0,647816.0,650,salaried,education,4.2192,0.1482,90.5,2,1,0.7805,432,Very High,Decline
APP016687,135478.0,98928.0,572,salaried,auto_loan,0.7302,0.6326,98.6,0,0,0.0742,855,Very Low,Auto-Approve
APP013267,120000.0,113027.0,555,salaried,personal_loan,0.9419,0.2871,97.75,0,0,0.0179,889,Very Low,Auto-Approve
APP011997,120000.0,310256.0,757,salaried,education,2.5855,0.1168,95.85,2,0,0.0228,886,Very Low,Auto-Approve
APP045207,142146.0,51289.0,843,salaried,home_loan,0.3608,0.2832,100.0,0,0,0.0008,900,Very Low,Auto-Approve
APP031777,120000.0,171354.0,548,business_owner,business,1.428,0.4486,91.4,1,0,0.1683,799,Low,Approve
APP001644,128589.0,223767.0,599,salaried,auto_loan,1.7402,0.2033,93.95,1,0,0.0263,884,Very Low,Auto-Approve
APP006622,191129.0,216881.0,453,business_owner,education,1.1347,0.5857,80.65,2,0,0.8082,415,Very High,Decline
APP026316,160275.0,406652.0,408,salaried,home_loan,2.5372,0.2351,78.4,2,1,0.7478,451,Very High,Decline
APP003615,120000.0,110213.0,732,salaried,home_loan,0.9184,0.2472,88.6,1,0,0.0118,893,Very Low,Auto-Approve
APP024379,230429.0,201752.0,692,salaried,auto_loan,0.8755,0.0901,98.6,1,0,0.0025,898,Very Low,Auto-Approve
APP016746,120000.0,161046.0,329,salaried,business,1.342,0.1289,80.45,1,1,0.3301,702,Medium,Manual Review
APP005708,123346.0,274030.0,759,freelance,home_loan,2.2216,0.1161,89.95,1,0,0.0127,892,Very Low,Auto-Approve
APP006294,120000.0,498795.0,663,self_employed,personal_loan,4.1566,0.1094,97.15,1,1,0.3213,707,Medium,Manual Review
APP012398,120000.0,201478.0,527,self_employed,home_loan,1.679,0.1377,72.35,4,1,0.9528,328,Very High,Decline
APP004888,124313.0,79894.0,305,salaried,home_loan,0.6427,0.4963,85.25,0,0,0.1399,816,Low,Approve
APP035531,148830.0,484987.0,592,salaried,business,3.2587,0.2585,99.6,0,1,0.6817,491,Very High,Decline
APP006859,120000.0,533687.0,559,business_owner,personal_loan,4.4474,0.4219,91.95,1,0,0.5139,592,High,Decline
APP034062,175203.0,68106.0,424,salaried,auto_loan,0.3887,0.5786,79.2,2,1,0.5476,571,High,Decline
APP025477,481933.0,1471007.0,838,business_owner,education,3.0523,0.5787,100.0,0,0,0.2119,773,Low,Approve
APP048134,120000.0,225046.0,639,salaried,auto_loan,1.8754,0.4081,100.0,0,0,0.0264,884,Very Low,Auto-Approve
APP023090,120000.0,318709.0,554,salaried,home_loan,2.6559,0.254,85.7,0,0,0.1579,805,Low,Approve
APP013199,270040.0,551560.0,719,salaried,personal_loan,2.0425,0.5449,93.95,2,0,0.0534,868,Very Low,Auto-Approve
APP042913,120000.0,233611.0,382,self_employed,home_loan,1.9468,0.4818,77.1,2,0,0.6855,489,Very High,Decline
APP018978,120000.0,517176.0,490,self_employed,auto_loan,4.3098,0.4409,70.5,2,1,0.9964,302,Very High,Decline
APP019338,120000.0,38239.0,322,self_employed,education,0.3187,0.4275,74.1,0,0,0.2341,760,Low,Approve
APP023388,120000.0,543726.0,890,salaried,personal_loan,4.5311,0.4146,72.5,3,0,0.8596,384,Very High,Decline
APP030424,130022.0,521102.0,583,self_employed,auto_loan,4.0078,0.3445,93.15,1,1,0.672,497,Very High,Decline
APP008645,120000.0,464804.0,727,salaried,home_loan,3.8734,0.2358,100.0,0,0,0.2803,732,Medium,Manual Review
APP037372,154448.0,622867.0,557,business_owner,home_loan,4.0328,0.5239,97.85,0,0,0.8897,366,Very High,Decline
APP038829,132643.0,248646.0,756,salaried,personal_loan,1.8745,0.7245,95.8,0,0,0.0064,896,Very Low,Auto-Approve
APP016765,203339.0,716679.0,819,business_owner,home_loan,3.5246,0.0192,100.0,1,0,0.0335,880,Very Low,Auto-Approve
APP002886,123868.0,521983.0,691,freelance,personal_loan,4.214,0.4783,98.55,1,0,0.4083,655,Medium,Manual Review
APP022065,120000.0,247289.0,641,self_employed,education,2.0607,0.2737,100.0,0,0,0.0927,844,Very Low,Auto-Approve
APP010973,230103.0,381695.0,678,salaried,home_loan,1.6588,0.2098,91.9,0,0,0.0056,897,Very Low,Auto-Approve
APP037726,120000.0,450844.0,429,salaried,personal_loan,3.757,0.3325,73.45,1,1,0.9857,309,Very High,Decline
APP007960,120000.0,307922.0,523,salaried,auto_loan,2.566,0.0461,90.15,1,0,0.4039,658,Medium,Manual Review
APP048094,120000.0,584807.0,460,salaried,personal_loan,4.8734,0.1938,93.0,0,1,0.9477,331,Very High,Decline
APP022270,292227.0,209974.0,366,salaried,business,0.7185,0.4641,88.3,0,0,0.2712,737,Medium,Manual Review
APP039659,120000.0,25056.0,658,salaried,personal_loan,0.2088,0.3744,84.9,1,0,0.0056,897,Very Low,Auto-Approve
APP007273,215433.0,982355.0,656,salaried,personal_loan,4.5599,0.5073,78.8,2,1,0.9224,347,Very High,Decline
APP017913,120000.0,397155.0,820,salaried,personal_loan,3.3096,0.176,100.0,0,0,0.0392,877,Very Low,Auto-Approve
APP026706,120000.0,169211.0,430,self_employed,personal_loan,1.4101,0.4503,91.5,0,1,0.1214,827,Low,Approve
APP039530,122651.0,341101.0,623,business_owner,education,2.7811,0.2519,100.0,0,0,0.0531,868,Very Low,Auto-Approve
APP035314,345155.0,1100903.0,785,salaried,personal_loan,3.1896,0.2972,100.0,0,0,0.027,884,Very Low,Auto-Approve
APP032021,120000.0,206945.0,807,business_owner,education,1.7245,0.3971,100.0,0,0,0.0008,900,Very Low,Auto-Approve
APP049744,120000.0,289751.0,353,freelance,education,2.4146,0.177,75.65,2,1,0.8531,388,Very High,Decline
APP023243,141820.0,124072.0,377,self_employed,home_loan,0.8749,0.0244,88.85,0,0,0.1343,819,Low,Approve
APP044599,120000.0,441725.0,840,salaried,personal_loan,3.681,0.2358,100.0,2,1,0.0727,856,Very Low,Auto-Approve
APP045747,120000.0,459143.0,781,salaried,home_loan,3.8262,0.1237,100.0,0,0,0.0882,847,Very Low,Auto-Approve
APP016756,278205.0,718615.0,475,self_employed,personal_loan,2.583,0.2311,69.75,2,1,0.9323,341,Very High,Decline
APP007948,120000.0,283512.0,703,self_employed,personal_loan,2.3626,0.1007,93.15,2,0,0.0399,876,Very Low,Auto-Approve
APP004390,120000.0,164301.0,516,self_employed,personal_loan,1.3692,0.3875,89.8,1,1,0.2872,728,Medium,Manual Review
APP026617,191978.0,703486.0,890,salaried,personal_loan,3.6644,0.2429,90.5,4,0,0.4174,650,Medium,Manual Review
APP022625,175209.0,201836.0,869,salaried,auto_loan,1.152,0.4927,100.0,0,0,0.002,899,Very Low,Auto-Approve
APP002844,120000.0,564390.0,432,self_employed,personal_loan,4.7032,0.1517,79.6,2,1,0.9826,310,Very High,Decline
APP038045,239043.0,72891.0,405,salaried,home_loan,0.3049,0.1652,78.25,0,0,0.1554,807,Low,Approve
APP023016,195710.0,507105.0,727,salaried,auto_loan,2.5911,0.2609,88.35,1,0,0.0404,876,Very Low,Auto-Approve
APP043547,120000.0,101741.0,846,salaried,auto_loan,0.8478,0.1175,82.3,3,0,0.0031,898,Very Low,Auto-Approve
APP038135,120000.0,581123.0,325,salaried,business,4.8427,0.2121,74.25,2,1,0.9952,303,Very High,Decline
APP031447,120000.0,287159.0,848,self_employed,personal_loan,2.393,0.2715,100.0,0,0,0.01,894,Very Low,Auto-Approve
APP029959,120000.0,404414.0,721,self_employed,personal_loan,3.3701,0.3774,100.0,0,0,0.1474,812,Low,Approve
APP018988,336973.0,1339639.0,792,salaried,auto_loan,3.9755,0.1085,91.6,1,0,0.0506,870,Very Low,Auto-Approve
APP011561,120000.0,67882.0,741,self_employed,personal_loan,0.5657,0.5465,100.0,0,0,0.0076,895,Very Low,Auto-Approve
APP029496,120000.0,291839.0,424,salaried,personal_loan,2.432,0.3239,91.2,0,1,0.6761,494,Very High,Decline
APP016316,120000.0,518610.0,434,self_employed,personal_loan,4.3218,0.2798,91.7,0,1,0.958,325,Very High,Decline
APP028391,124451.0,188681.0,541,self_employed,home_loan,1.5161,0.2231,91.05,1,0,0.3545,687,Medium,Manual Review
APP004180,176784.0,202347.0,477,business_owner,business,1.1446,0.1652,81.85,0,0,0.3328,700,Medium,Manual Review
APP045361,120000.0,104211.0,459,self_employed,auto_loan,0.8684,0.0915,92.95,0,0,0.1024,839,Low,Approve
APP026037,120000.0,520156.0,391,self_employed,auto_loan,4.3346,0.1643,83.55,1,1,0.951,329,Very High,Decline
APP017375,198212.0,448200.0,460,business_owner,home_loan,2.2612,0.3631,93.0,0,1,0.3919,665,Medium,Manual Review
APP009753,120000.0,414052.0,407,salaried,personal_loan,3.4504,0.5635,84.35,1,1,0.9642,321,Very High,Decline
APP018395,350240.0,788024.0,533,salaried,auto_loan,2.25,0.2462,96.65,0,0,0.5198,588,High,Decline
APP019542,251344.0,402692.0,364,freelance,auto_loan,1.6022,0.5496,88.2,0,1,0.5104,594,High,Decline
APP008267,120000.0,552738.0,493,salaried,personal_loan,4.6062,0.3372,94.65,0,1,0.9304,342,Very High,Decline
APP020093,120000.0,62902.0,734,self_employed,education,0.5242,0.304,100.0,0,0,0.0037,898,Very Low,Auto-Approve
APP038931,157742.0,194437.0,377,salaried,home_loan,1.2326,0.5759,76.85,2,1,0.7304,462,Very High,Decline
APP039334,120000.0,95250.0,619,freelance,auto_loan,0.7937,0.3888,100.0,0,0,0.1067,836,Low,Approve
APP040972,222144.0,339084.0,790,salaried,auto_loan,1.5264,0.1393,100.0,0,0,0.001,899,Very Low,Auto-Approve
APP041419,268406.0,669180.0,353,self_employed,auto_loan,2.4932,0.5945,81.65,1,1,0.7903,426,Very High,Decline
APP017455,120000.0,216872.0,429,business_owner,auto_loan,1.8073,0.2331,91.45,0,0,0.1416,815,Low,Approve
APP014340,120000.0,297183.0,386,self_employed,home_loan,2.4765,0.1891,89.3,0,1,0.5209,587,High,Decline
APP047614,120000.0,439525.0,520,self_employed,home_loan,3.6627,0.3495,96.0,0,1,0.9283,343,Very High,Decline
APP015168,146335.0,350454.0,488,self_employed,personal_loan,2.3949,0.0295,82.4,2,1,0.862,383,Very High,Decline
APP004224,120000.0,331771.0,565,self_employed,home_loan,2.7648,0.1971,98.25,0,0,0.1023,839,Low,Approve
APP001294,326674.0,1548920.0,497,business_owner,education,4.7415,0.1634,88.85,1,1,0.8996,360,Very High,Decline
APP018800,120000.0,440393.0,883,salaried,personal_loan,3.6699,0.2667,100.0,1,0,0.0237,886,Very Low,Auto-Approve
APP032720,120000.0,597502.0,723,salaried,auto_loan,4.9792,0.1822,94.15,0,1,0.446,632,Medium,Manual Review
APP039749,120000.0,317866.0,331,salaried,personal_loan,2.6489,0.3778,86.55,0,0,0.3604,684,Medium,Manual Review
APP031461,142371.0,51132.0,800,salaried,personal_loan,0.3591,0.5521,92.0,1,0,0.0024,899,Very Low,Auto-Approve
APP005832,192092.0,713145.0,435,salaried,education,3.7125,0.2938,73.75,1,1,0.9696,318,Very High,Decline
APP023878,120000.0,433664.0,580,salaried,education,3.6139,0.5994,99.0,0,1,0.799,421,Very High,Decline
APP006382,120000.0,313542.0,788,freelance,auto_loan,2.6129,0.1048,100.0,1,0,0.0138,892,Very Low,Auto-Approve
APP002561,120000.0,194647.0,305,self_employed,personal_loan,1.6221,0.0895,61.25,2,1,0.9203,348,Very High,Decline
APP032165,120000.0,460920.0,485,business_owner,personal_loan,3.841,0.2727,94.25,0,1,0.8826,370,Very High,Decline
APP034309,236158.0,283412.0,530,self_employed,business,1.2001,0.4243,72.5,2,1,0.8583,385,Very High,Decline
APP030063,120000.0,56312.0,421,salaried,home_loan,0.4693,0.1186,73.05,1,0,0.2636,742,Medium,Manual Review
APP017399,120000.0,414788.0,626,freelance,home_loan,3.4566,0.6257,100.0,0,1,0.8471,392,Very High,Decline
APP039654,141272.0,96764.0,880,salaried,home_loan,0.6849,0.1945,100.0,1,0,0.001,899,Very Low,Auto-Approve
APP031374,133787.0,351440.0,529,salaried,personal_loan,2.6269,0.2175,84.45,0,1,0.7035,478,Very High,Decline
APP024235,120000.0,492620.0,529,salaried,auto_loan,4.1052,0.0253,90.45,1,1,0.9298,342,Very High,Decline
APP011059,120000.0,447095.0,561,self_employed,home_loan,3.7258,0.4133,86.05,2,1,0.7752,435,Very High,Decline
APP008835,186980.0,107569.0,494,salaried,business,0.5753,0.5161,94.7,0,1,0.1963,782,Low,Approve
APP031781,189987.0,373897.0,856,salaried,home_loan,1.968,0.1149,88.8,2,0,0.005,897,Very Low,Auto-Approve
APP030236,159273.0,483169.0,621,freelance,personal_loan,3.0336,0.3765,89.05,2,1,0.9154,351,Very High,Decline
APP033579,276678.0,227094.0,533,salaried,auto_loan,0.8208,0.4666,84.65,0,0,0.3422,695,Medium,Manual Review
APP027200,120000.0,403383.0,506,self_employed,auto_loan,3.3615,0.3478,95.3,0,1,0.9571,326,Very High,Decline
APP009945,326755.0,202735.0,558,salaried,home_loan,0.6204,0.1952,97.9,0,0,0.0156,891,Very Low,Auto-Approve
APP018923,165865.0,592743.0,703,self_employed,personal_loan,3.5736,0.1885,99.15,1,0,0.1982,781,Low,Approve
APP023571,120000.0,26716.0,481,freelance,education,0.2226,0.2489,76.05,3,1,0.8188,409,Very High,Decline
APP019288,353376.0,133902.0,865,business_owner,auto_loan,0.3789,0.3063,100.0,1,0,0.0009,899,Very Low,Auto-Approve
APP043251,125034.0,39075.0,328,salaried,home_loan,0.3125,0.1411,86.4,0,0,0.0892,846,Very Low,Auto-Approve
APP005534,176393.0,776614.0,707,salaried,personal_loan,4.4027,0.6046,100.0,0,0,0.4785,613,High,Decline
APP044067,122090.0,117741.0,777,business_owner,home_loan,0.9644,0.1279,100.0,0,0,0.0007,900,Very Low,Auto-Approve
APP004832,156337.0,159228.0,590,self_employed,personal_loan,1.0185,0.1721,93.5,1,0,0.0101,894,Very Low,Auto-Approve
APP047647,302267.0,677866.0,549,self_employed,auto_loan,2.2426,0.3537,79.45,3,1,0.4097,654,Medium,Manual Review
APP046355,189354.0,722343.0,885,self_employed,business,3.8148,0.1926,100.0,0,1,0.1622,803,Low,Approve
APP018495,120000.0,512691.0,635,self_employed,personal_loan,4.2724,0.3014,89.75,2,1,0.6723,497,Very High,Decline
APP018765,198215.0,134617.0,544,business_owner,personal_loan,0.6791,0.2855,97.2,0,0,0.1134,832,Low,Approve
APP002637,120000.0,325639.0,631,freelance,home_loan,2.7137,0.5951,100.0,0,0,0.179,793,Low,Approve
APP041811,389419.0,403306.0,655,business_owner,personal_loan,1.0357,0.8597,100.0,0,1,0.3178,709,Medium,Manual Review
APP005727,120000.0,572197.0,332,self_employed,education,4.7683,0.4567,86.6,0,1,0.9611,323,Very High,Decline
APP017418,120000.0,310272.0,388,business_owner,auto_loan,2.5856,0.3851,89.4,0,0,0.5232,586,High,Decline
APP017805,120000.0,88822.0,808,salaried,business,0.7402,0.4378,100.0,0,0,0.0033,898,Very Low,Auto-Approve
APP036243,137796.0,109042.0,634,salaried,home_loan,0.7913,0.3238,95.7,1,0,0.0052,897,Very Low,Auto-Approve
APP006418,237489.0,936652.0,714,salaried,home_loan,3.944,0.3536,99.7,1,1,0.2798,732,Medium,Manual Review
APP041696,166551.0,378281.0,651,salaried,auto_loan,2.2713,0.1835,100.0,0,0,0.0224,887,Very Low,Auto-Approve
APP005163,127757.0,596161.0,311,business_owner,personal_loan,4.6664,0.145,85.55,0,1,0.9536,328,Very High,Decline
APP036867,140918.0,634580.0,709,salaried,personal_loan,4.5032,0.2271,99.45,1,0,0.1886,787,Low,Approve
APP003663,120000.0,185636.0,742,business_owner,business,1.547,0.1979,100.0,1,0,0.0136,892,Very Low,Auto-Approve
APP005504,175453.0,692826.0,767,business_owner,education,3.9488,0.2367,100.0,1,0,0.0596,864,Very Low,Auto-Approve
APP015425,120000.0,478609.0,801,salaried,personal_loan,3.9884,0.1335,98.05,2,0,0.1528,808,Low,Approve
APP021801,213377.0,1020946.0,798,salaried,personal_loan,4.7847,0.4922,97.9,2,0,0.1642,802,Low,Approve
APP031769,192645.0,488179.0,744,business_owner,home_loan,2.5341,0.1226,100.0,0,0,0.0063,896,Very Low,Auto-Approve
APP042623,120000.0,119262.0,797,business_owner,personal_loan,0.9939,0.3501,100.0,1,0,0.0006,900,Very Low,Auto-Approve
APP045470,120000.0,351331.0,517,self_employed,business,2.9278,0.4505,65.85,1,1,0.9239,346,Very High,Decline
APP017331,120000.0,237048.0,718,business_owner,personal_loan,1.9754,0.1929,99.9,1,0,0.0024,899,Very Low,Auto-Approve
APP044166,285927.0,253917.0,591,salaried,business,0.888,0.0841,99.55,0,0,0.0134,892,Very Low,Auto-Approve
APP001093,120000.0,379983.0,765,salaried,business,3.1665,0.1935,84.25,2,0,0.3516,689,Medium,Manual Review
APP005403,160184.0,117874.0,513,self_employed,education,0.7359,0.3073,89.65,1,0,0.2282,763,Low,Approve
APP017264,120000.0,549239.0,770,salaried,personal_loan,4.577,0.1038,100.0,0,0,0.1527,808,Low,Approve
APP015567,262399.0,976211.0,481,self_employed,personal_loan,3.7203,0.2137,94.05,0,1,0.9665,320,Very High,Decline
APP047934,120000.0,304767.0,727,salaried,personal_loan,2.5397,0.1114,100.0,1,0,0.0065,896,Very Low,Auto-Approve
APP043160,207429.0,718854.0,334,freelance,personal_loan,3.4655,0.2213,86.7,0,1,0.9677,319,Very High,Decline
APP011244,120000.0,337242.0,432,salaried,personal_loan,2.8104,0.2332,85.6,1,0,0.3917,665,Medium,Manual Review
APP000197,120000.0,194549.0,324,self_employed,personal_loan,1.6212,0.3802,74.2,2,1,0.8492,390,Very High,Decline
APP013292,218082.0,309225.0,456,self_employed,auto_loan,1.4179,0.3201,80.8,2,1,0.7934,424,Very High,Decline
APP020739,227471.0,1099459.0,756,self_employed,home_loan,4.8334,0.4596,89.8,3,1,0.6242,525,High,Decline
APP036670,120000.0,46426.0,881,salaried,personal_loan,0.3869,0.5229,100.0,2,0,0.0051,897,Very Low,Auto-Approve
APP023308,127421.0,177051.0,365,salaried,education,1.3895,0.1067,88.25,0,0,0.1304,822,Low,Approve
APP017187,343313.0,214639.0,359,salaried,home_loan,0.6252,0.108,75.95,2,0,0.1638,802,Low,Approve
APP045525,120000.0,553181.0,872,self_employed,auto_loan,4.6098,0.3571,100.0,1,1,0.1021,839,Low,Approve
APP002827,120000.0,197958.0,591,salaried,personal_loan,1.6497,0.2018,99.55,0,0,0.0427,874,Very Low,Auto-Approve
APP016411,171576.0,214955.0,310,salaried,auto_loan,1.2528,0.0544,73.5,2,1,0.8348,399,Very High,Decline
APP007259,220178.0,225844.0,680,self_employed,home_loan,1.0257,0.481,100.0,0,0,0.0052,897,Very Low,Auto-Approve
APP010297,120000.0,471961.0,366,salaried,personal_loan,3.933,0.2122,88.3,0,1,0.9085,355,Very High,Decline
APP028340,454517.0,1604575.0,410,salaried,auto_loan,3.5303,0.1507,90.5,0,1,0.8747,375,Very High,Decline
APP034464,120000.0,470513.0,721,self_employed,home_loan,3.9209,0.3703,88.05,3,0,0.4504,630,High,Decline
APP013576,120000.0,517865.0,812,salaried,business,4.3155,0.1092,98.6,0,0,0.1176,829,Low,Approve
APP026228,120000.0,359680.0,659,freelance,personal_loan,2.9973,0.1321,90.95,0,0,0.0672,860,Very Low,Auto-Approve
APP042104,120000.0,44575.0,643,salaried,home_loan,0.3715,0.2955,90.15,0,0,0.0224,887,Very Low,Auto-Approve
APP016146,120000.0,528816.0,754,salaried,personal_loan,4.4068,0.0635,95.7,2,1,0.2087,775,Low,Approve
APP036979,120000.0,294718.0,801,self_employed,home_loan,2.456,0.2536,100.0,1,0,0.0018,899,Very Low,Auto-Approve
APP032119,120000.0,145269.0,407,salaried,home_loan,1.2106,0.4047,84.35,1,0,0.0908,846,Very Low,Auto-Approve
APP001025,240977.0,335403.0,706,business_owner,auto_loan,1.3918,0.3388,69.3,2,1,0.2015,779,Low,Approve
APP021497,274420.0,832876.0,605,salaried,education,3.035,0.0953,100.0,0,1,0.4273,644,Medium,Manual Review
APP023140,120000.0,500728.0,893,salaried,education,4.1727,0.3465,100.0,0,0,0.0793,852,Very Low,Auto-Approve
APP017181,138389.0,492913.0,656,salaried,personal_loan,3.5618,0.426,100.0,0,0,0.1533,808,Low,Approve
APP047559,120000.0,319503.0,593,business_owner,home_loan,2.6625,0.1037,99.65,0,0,0.0226,886,Very Low,Auto-Approve
APP034691,120000.0,485327.0,447,salaried,home_loan,4.0444,0.2258,86.35,1,1,0.9518,329,Very High,Decline
APP045934,120000.0,169799.0,371,self_employed,auto_loan,1.415,0.2537,76.55,0,1,0.8447,393,Very High,Decline
